x		f(x)
-5.0000	10.2163
-4.5000	8.3358
-4.0000	6.6536
-3.5000	5.0615
-3.0000	3.4900
-2.5000	1.9261
-2.0000	0.4161
-1.5000	-0.9457
-1.0000	-2.0403
-0.5000	-2.7526
0.0000	-3.0000
0.5000	-2.7526
1.0000	-2.0403
1.5000	-0.9457
2.0000	0.4161
2.5000	1.9261
3.0000	3.4900
3.5000	5.0615
4.0000	6.6536
4.5000	8.3358
5.0000	10.2163
